xflr5 v6.61

SD6060-104-88_180
Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
 -5.000,    0.020, -0.362, -0.041,  0.966,  0.027, 0.0000,-3.3255
Cpi,Cpv
-0.2512,-0.2133
-0.2690,-0.2317
-0.2867,-0.2556
-0.3039,-0.2886
-0.3207,-0.3349
-0.3374,-0.3961
-0.3540,-0.4714
-0.3709,-0.5140
-0.3879,-0.5194
-0.4052,-0.5246
-0.4228,-0.5298
-0.4412,-0.5351
-0.4602,-0.5406
-0.4791,-0.5465
-0.4978,-0.5527
-0.5157,-0.5594
-0.5327,-0.5667
-0.5492,-0.5745
-0.5650,-0.5828
-0.5801,-0.5916
-0.5945,-0.6012
-0.6085,-0.6113
-0.6220,-0.6220
-0.6351,-0.6332
-0.6478,-0.6448
-0.6603,-0.6567
-0.6726,-0.6689
-0.6848,-0.6812
-0.6969,-0.6937
-0.7089,-0.7062
-0.7209,-0.7189
-0.7330,-0.7318
-0.7453,-0.7448
-0.7578,-0.7581
-0.7709,-0.7717
-0.7847,-0.7857
-0.7989,-0.8000
-0.8132,-0.8146
-0.8282,-0.8296
-0.8434,-0.8450
-0.8589,-0.8608
-0.8751,-0.8772
-0.8919,-0.8941
-0.9090,-0.9115
-0.9271,-0.9297
-0.9461,-0.9487
-0.9654,-0.9683
-0.9864,-0.9890
-1.0081,-1.0104
-1.0301,-1.0325
-1.0542,-1.0554
-1.0770,-1.0780
-1.1004,-1.1003
-1.1214,-1.1207
-1.1391,-1.1388
-1.1522,-1.1552
-1.1710,-1.1723
-1.1880,-1.1742
-1.1481,-1.1316
-1.0761,-1.0841
-1.0525,-1.1041
-1.1825,-1.1768
-1.2104,-1.1665
-1.0756,-1.0381
-0.8783,-0.8617
-0.6945,-0.6735
-0.4630,-0.4418
-0.1269,-0.0871
 0.3762, 0.3993
 0.7834, 0.7912
 0.9619, 0.9614
 0.9998, 0.9998
 0.9666, 0.9669
 0.8852, 0.8877
 0.7819, 0.7839
 0.6897, 0.6929
 0.6032, 0.6060
 0.5173, 0.5204
 0.4369, 0.4398
 0.3798, 0.3819
 0.3349, 0.3372
 0.2991, 0.3009
 0.2691, 0.2708
 0.2452, 0.2465
 0.2249, 0.2261
 0.2072, 0.2084
 0.1922, 0.1932
 0.1789, 0.1798
 0.1671, 0.1680
 0.1569, 0.1576
 0.1477, 0.1482
 0.1393, 0.1398
 0.1317, 0.1321
 0.1247, 0.1251
 0.1180, 0.1184
 0.1118, 0.1123
 0.1061, 0.1066
 0.1008, 0.1013
 0.0960, 0.0964
 0.0914, 0.0918
 0.0872, 0.0875
 0.0831, 0.0835
 0.0792, 0.0797
 0.0756, 0.0761
 0.0722, 0.0728
 0.0690, 0.0697
 0.0661, 0.0668
 0.0633, 0.0640
 0.0607, 0.0615
 0.0581, 0.0591
 0.0558, 0.0569
 0.0536, 0.0549
 0.0518, 0.0531
 0.0502, 0.0516
 0.0490, 0.0504
 0.0479, 0.0493
 0.0469, 0.0485
 0.0460, 0.0478
 0.0452, 0.0473
 0.0447, 0.0470
 0.0445, 0.0470
 0.0446, 0.0473
 0.0452, 0.0480
 0.0460, 0.0489
 0.0472, 0.0501
 0.0485, 0.0516
 0.0502, 0.0534
 0.0522, 0.0556
 0.0545, 0.0580
 0.0573, 0.0608
 0.0604, 0.0639
 0.0639, 0.0673
 0.0677, 0.0710
 0.0720, 0.0750
 0.0765, 0.0792
 0.0812, 0.0836
 0.0860, 0.0881
 0.0908, 0.0928
 0.0957, 0.0975
 0.1008, 0.1024
 0.1064, 0.1073
 0.1123, 0.1123
 0.1187, 0.1172
 0.1259, 0.1221
 0.1338, 0.1267
 0.1421, 0.1312
 0.1505, 0.1353
 0.1593, 0.1392
 0.1692, 0.1428
 0.1806, 0.1462
 0.1926, 0.1493
 0.2057, 0.1523
 0.2203, 0.1550
 0.2383, 0.1575
 0.2602, 0.1595
 0.2615, 0.1604


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  4.500,    0.011,  0.708, -0.038,  0.595,  1.000, 0.0000,-1.4510
Cpi,Cpv
 0.2628, 0.1656
 0.2446, 0.1514
 0.2123, 0.1412
 0.1789, 0.1272
 0.1508, 0.1118
 0.1268, 0.0958
 0.1028, 0.0790
 0.0787, 0.0615
 0.0557, 0.0438
 0.0338, 0.0259
 0.0122, 0.0080
-0.0088,-0.0099
-0.0295,-0.0278
-0.0501,-0.0456
-0.0705,-0.0635
-0.0907,-0.0811
-0.1107,-0.0986
-0.1302,-0.1157
-0.1495,-0.1326
-0.1686,-0.1491
-0.1874,-0.1652
-0.2061,-0.1809
-0.2246,-0.1963
-0.2430,-0.2114
-0.2615,-0.2263
-0.2798,-0.2411
-0.2980,-0.2563
-0.3158,-0.2729
-0.3332,-0.2928
-0.3505,-0.3188
-0.3676,-0.3544
-0.3851,-0.4032
-0.4028,-0.4645
-0.4207,-0.5366
-0.4390,-0.5607
-0.4581,-0.5668
-0.4778,-0.5729
-0.4975,-0.5790
-0.5169,-0.5854
-0.5356,-0.5922
-0.5533,-0.5993
-0.5706,-0.6069
-0.5873,-0.6149
-0.6033,-0.6234
-0.6185,-0.6324
-0.6333,-0.6419
-0.6477,-0.6521
-0.6618,-0.6628
-0.6755,-0.6740
-0.6889,-0.6856
-0.7022,-0.6977
-0.7155,-0.7101
-0.7287,-0.7229
-0.7418,-0.7359
-0.7551,-0.7492
-0.7684,-0.7628
-0.7820,-0.7768
-0.7959,-0.7910
-0.8105,-0.8058
-0.8259,-0.8209
-0.8416,-0.8365
-0.8578,-0.8526
-0.8746,-0.8692
-0.8918,-0.8863
-0.9095,-0.9040
-0.9280,-0.9224
-0.9474,-0.9415
-0.9672,-0.9613
-0.9883,-0.9822
-1.0106,-1.0040
-1.0336,-1.0270
-1.0587,-1.0512
-1.0851,-1.0767
-1.1122,-1.1033
-1.1424,-1.1315
-1.1721,-1.1601
-1.2035,-1.1894
-1.2340,-1.2182
-1.2629,-1.2463
-1.2896,-1.2750
-1.3257,-1.3062
-1.3637,-1.3240
-1.3439,-1.3001
-1.2918,-1.2776
-1.2951,-1.3272
-1.4757,-1.4300
-1.5496,-1.4510
-1.4418,-1.3473
-1.2636,-1.1917
-1.1063,-1.0267
-0.8953,-0.8047
-0.5504,-0.4420
 0.0546, 0.1395
 0.6071, 0.6423
 0.8894, 0.9039
 0.9902, 0.9927
 0.9927, 0.9908
 0.9357, 0.9307
 0.8451, 0.8401
 0.7573, 0.7507
 0.6716, 0.6663
 0.5840, 0.5780
 0.5005, 0.4952
 0.4397, 0.4337
 0.3915, 0.3863
 0.3526, 0.3472
 0.3198, 0.3147
 0.2933, 0.2880
 0.2708, 0.2656
 0.2511, 0.2461
 0.2342, 0.2292
 0.2192, 0.2143
 0.2060, 0.2011
 0.1943, 0.1894
 0.1838, 0.1788
 0.1742, 0.1693
 0.1655, 0.1606
 0.1574, 0.1525
 0.1497, 0.1450
 0.1426, 0.1380
 0.1360, 0.1314
 0.1299, 0.1254
 0.1243, 0.1197
 0.1190, 0.1144
 0.1140, 0.1095
 0.1092, 0.1048
 0.1047, 0.1003
 0.1004, 0.0961
 0.0964, 0.0922
 0.0927, 0.0885
 0.0891, 0.0850
 0.0858, 0.0817
 0.0827, 0.0787
 0.0796, 0.0757
 0.0768, 0.0730
 0.0741, 0.0705
 0.0718, 0.0683
 0.0698, 0.0663
 0.0680, 0.0645
 0.0665, 0.0630
 0.0651, 0.0616
 0.0637, 0.0605
 0.0625, 0.0595
 0.0616, 0.0587
 0.0609, 0.0583
 0.0607, 0.0581
 0.0608, 0.0583
 0.0612, 0.0587
 0.0620, 0.0595
 0.0630, 0.0605
 0.0642, 0.0618
 0.0658, 0.0634
 0.0677, 0.0654
 0.0701, 0.0677
 0.0728, 0.0703
 0.0759, 0.0732
 0.0794, 0.0764
 0.0833, 0.0799
 0.0874, 0.0836
 0.0917, 0.0875
 0.0961, 0.0916
 0.1005, 0.0958
 0.1050, 0.1001
 0.1098, 0.1045
 0.1149, 0.1091
 0.1204, 0.1138
 0.1265, 0.1186
 0.1333, 0.1234
 0.1408, 0.1282
 0.1487, 0.1329
 0.1567, 0.1374
 0.1651, 0.1417
 0.1746, 0.1457
 0.1855, 0.1495
 0.1971, 0.1530
 0.2097, 0.1563
 0.2238, 0.1594
 0.2411, 0.1622
 0.2623, 0.1645
 0.2628, 0.1656


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  5.000,    0.011,  0.752, -0.035,  0.552,  1.000, 0.0000,-1.7503
Cpi,Cpv
 0.2642, 0.1689
 0.2452, 0.1561
 0.2124, 0.1454
 0.1784, 0.1311
 0.1498, 0.1153
 0.1253, 0.0990
 0.1009, 0.0818
 0.0764, 0.0640
 0.0530, 0.0457
 0.0306, 0.0274
 0.0086, 0.0089
-0.0128,-0.0096
-0.0340,-0.0281
-0.0550,-0.0467
-0.0758,-0.0653
-0.0965,-0.0839
-0.1170,-0.1022
-0.1370,-0.1204
-0.1567,-0.1383
-0.1762,-0.1560
-0.1955,-0.1734
-0.2147,-0.1906
-0.2337,-0.2075
-0.2527,-0.2242
-0.2717,-0.2406
-0.2905,-0.2567
-0.3093,-0.2725
-0.3276,-0.2879
-0.3455,-0.3032
-0.3634,-0.3189
-0.3811,-0.3360
-0.3993,-0.3561
-0.4175,-0.3811
-0.4361,-0.4138
-0.4551,-0.4572
-0.4749,-0.5100
-0.4953,-0.5700
-0.5157,-0.6136
-0.5359,-0.6206
-0.5553,-0.6278
-0.5739,-0.6352
-0.5920,-0.6429
-0.6095,-0.6508
-0.6263,-0.6591
-0.6424,-0.6679
-0.6581,-0.6770
-0.6735,-0.6867
-0.6884,-0.6969
-0.7031,-0.7075
-0.7176,-0.7187
-0.7319,-0.7304
-0.7462,-0.7426
-0.7605,-0.7553
-0.7748,-0.7684
-0.7893,-0.7820
-0.8039,-0.7960
-0.8188,-0.8105
-0.8341,-0.8256
-0.8502,-0.8411
-0.8672,-0.8573
-0.8846,-0.8741
-0.9025,-0.8915
-0.9213,-0.9095
-0.9406,-0.9283
-0.9605,-0.9478
-0.9814,-0.9681
-1.0033,-0.9894
-1.0259,-1.0117
-1.0502,-1.0352
-1.0759,-1.0600
-1.1027,-1.0862
-1.1320,-1.1141
-1.1631,-1.1437
-1.1957,-1.1750
-1.2321,-1.2084
-1.2689,-1.2433
-1.3088,-1.2798
-1.3491,-1.3173
-1.3898,-1.3559
-1.4309,-1.3973
-1.4855,-1.4431
-1.5458,-1.4778
-1.5478,-1.4748
-1.5177,-1.4807
-1.5508,-1.5619
-1.7869,-1.6953
-1.9125,-1.7503
-1.8373,-1.6761
-1.6845,-1.5469
-1.5625,-1.4096
-1.3832,-1.2103
-1.0411,-0.8390
-0.3336,-0.1695
 0.3787, 0.4596
 0.7793, 0.8174
 0.9543, 0.9658
 0.9999, 0.9998
 0.9716, 0.9641
 0.8975, 0.8867
 0.8166, 0.8035
 0.7336, 0.7206
 0.6459, 0.6323
 0.5603, 0.5474
 0.4966, 0.4834
 0.4457, 0.4334
 0.4041, 0.3920
 0.3688, 0.3571
 0.3400, 0.3284
 0.3154, 0.3040
 0.2939, 0.2829
 0.2752, 0.2644
 0.2587, 0.2481
 0.2440, 0.2335
 0.2310, 0.2206
 0.2192, 0.2089
 0.2085, 0.1983
 0.1987, 0.1886
 0.1896, 0.1796
 0.1810, 0.1712
 0.1730, 0.1634
 0.1655, 0.1560
 0.1586, 0.1492
 0.1522, 0.1428
 0.1462, 0.1368
 0.1405, 0.1312
 0.1351, 0.1259
 0.1299, 0.1208
 0.1251, 0.1160
 0.1205, 0.1115
 0.1161, 0.1072
 0.1121, 0.1032
 0.1082, 0.0994
 0.1045, 0.0958
 0.1009, 0.0924
 0.0976, 0.0892
 0.0945, 0.0862
 0.0917, 0.0834
 0.0892, 0.0809
 0.0870, 0.0787
 0.0850, 0.0767
 0.0832, 0.0749
 0.0814, 0.0733
 0.0798, 0.0718
 0.0784, 0.0706
 0.0774, 0.0697
 0.0767, 0.0690
 0.0765, 0.0687
 0.0765, 0.0687
 0.0768, 0.0690
 0.0774, 0.0696
 0.0783, 0.0704
 0.0794, 0.0716
 0.0810, 0.0731
 0.0830, 0.0749
 0.0853, 0.0770
 0.0880, 0.0795
 0.0911, 0.0822
 0.0946, 0.0852
 0.0983, 0.0884
 0.1023, 0.0919
 0.1063, 0.0954
 0.1103, 0.0991
 0.1145, 0.1030
 0.1188, 0.1070
 0.1236, 0.1111
 0.1287, 0.1154
 0.1344, 0.1199
 0.1408, 0.1245
 0.1480, 0.1292
 0.1554, 0.1338
 0.1630, 0.1383
 0.1710, 0.1427
 0.1801, 0.1470
 0.1905, 0.1511
 0.2016, 0.1550
 0.2137, 0.1586
 0.2273, 0.1619
 0.2441, 0.1649
 0.2646, 0.1674
 0.2642, 0.1689


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  5.500,    0.011,  0.796, -0.033,  0.497,  1.000, 0.0000,-2.0618
Cpi,Cpv
 0.2657, 0.1696
 0.2459, 0.1582
 0.2125, 0.1474
 0.1780, 0.1332
 0.1489, 0.1175
 0.1240, 0.1011
 0.0991, 0.0839
 0.0742, 0.0659
 0.0504, 0.0475
 0.0275, 0.0289
 0.0051, 0.0100
-0.0167,-0.0089
-0.0383,-0.0279
-0.0598,-0.0471
-0.0810,-0.0663
-0.1022,-0.0855
-0.1231,-0.1047
-0.1435,-0.1236
-0.1637,-0.1424
-0.1837,-0.1611
-0.2035,-0.1796
-0.2231,-0.1979
-0.2427,-0.2161
-0.2621,-0.2341
-0.2817,-0.2520
-0.3010,-0.2697
-0.3203,-0.2871
-0.3392,-0.3042
-0.3577,-0.3208
-0.3762,-0.3373
-0.3945,-0.3535
-0.4132,-0.3699
-0.4321,-0.3865
-0.4514,-0.4037
-0.4710,-0.4224
-0.4915,-0.4434
-0.5126,-0.4678
-0.5338,-0.4976
-0.5548,-0.5333
-0.5750,-0.5771
-0.5944,-0.6274
-0.6133,-0.6784
-0.6316,-0.6914
-0.6493,-0.6998
-0.6663,-0.7086
-0.6829,-0.7177
-0.6991,-0.7272
-0.7150,-0.7370
-0.7307,-0.7473
-0.7461,-0.7580
-0.7615,-0.7693
-0.7769,-0.7810
-0.7924,-0.7933
-0.8078,-0.8061
-0.8235,-0.8195
-0.8394,-0.8335
-0.8557,-0.8481
-0.8725,-0.8635
-0.8900,-0.8795
-0.9086,-0.8963
-0.9278,-0.9138
-0.9476,-0.9322
-0.9683,-0.9514
-0.9896,-0.9715
-1.0118,-0.9926
-1.0352,-1.0148
-1.0597,-1.0381
-1.0852,-1.0627
-1.1127,-1.0888
-1.1419,-1.1164
-1.1725,-1.1459
-1.2062,-1.1774
-1.2423,-1.2111
-1.2804,-1.2471
-1.3233,-1.2859
-1.3676,-1.3271
-1.4162,-1.3711
-1.4668,-1.4174
-1.5199,-1.4668
-1.5761,-1.5212
-1.6501,-1.5820
-1.7343,-1.6345
-1.7598,-1.6550
-1.7540,-1.6930
-1.8196,-1.8070
-2.1161,-1.9704
-2.2991,-2.0618
-2.2620,-2.0216
-2.1409,-1.9241
-2.0630,-1.8202
-1.9265,-1.6531
-1.5988,-1.2757
-0.7881,-0.5252
 0.0984, 0.2440
 0.6315, 0.7021
 0.8923, 0.9220
 0.9881, 0.9949
 0.9931, 0.9867
 0.9392, 0.9244
 0.8676, 0.8502
 0.7892, 0.7693
 0.7028, 0.6829
 0.6163, 0.5961
 0.5505, 0.5306
 0.4975, 0.4784
 0.4536, 0.4349
 0.4161, 0.3980
 0.3852, 0.3673
 0.3587, 0.3413
 0.3354, 0.3186
 0.3153, 0.2986
 0.2972, 0.2810
 0.2812, 0.2652
 0.2669, 0.2511
 0.2540, 0.2384
 0.2421, 0.2267
 0.2313, 0.2161
 0.2213, 0.2062
 0.2118, 0.1969
 0.2029, 0.1883
 0.1947, 0.1802
 0.1870, 0.1726
 0.1799, 0.1656
 0.1731, 0.1589
 0.1668, 0.1526
 0.1607, 0.1467
 0.1549, 0.1410
 0.1495, 0.1357
 0.1443, 0.1306
 0.1394, 0.1258
 0.1348, 0.1212
 0.1304, 0.1169
 0.1263, 0.1128
 0.1222, 0.1088
 0.1184, 0.1051
 0.1148, 0.1017
 0.1115, 0.0984
 0.1086, 0.0955
 0.1060, 0.0928
 0.1035, 0.0903
 0.1013, 0.0881
 0.0991, 0.0860
 0.0971, 0.0841
 0.0953, 0.0824
 0.0938, 0.0811
 0.0928, 0.0800
 0.0921, 0.0792
 0.0917, 0.0788
 0.0917, 0.0786
 0.0919, 0.0787
 0.0923, 0.0791
 0.0931, 0.0798
 0.0943, 0.0809
 0.0959, 0.0822
 0.0978, 0.0839
 0.1002, 0.0859
 0.1029, 0.0881
 0.1060, 0.0907
 0.1094, 0.0934
 0.1129, 0.0964
 0.1166, 0.0995
 0.1201, 0.1027
 0.1240, 0.1061
 0.1279, 0.1096
 0.1324, 0.1133
 0.1371, 0.1172
 0.1424, 0.1212
 0.1485, 0.1255
 0.1552, 0.1298
 0.1622, 0.1342
 0.1694, 0.1385
 0.1770, 0.1428
 0.1856, 0.1470
 0.1956, 0.1512
 0.2063, 0.1551
 0.2179, 0.1588
 0.2309, 0.1622
 0.2471, 0.1651
 0.2670, 0.1674
 0.2657, 0.1696


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  6.000,    0.012,  0.837, -0.030,  0.421,  1.000, 0.0000,-2.3780
Cpi,Cpv
 0.2673, 0.1666
 0.2467, 0.1567
 0.2127, 0.1462
 0.1777, 0.1327
 0.1482, 0.1176
 0.1228, 0.1016
 0.0975, 0.0848
 0.0721, 0.0672
 0.0479, 0.0490
 0.0246, 0.0305
 0.0018, 0.0116
-0.0204,-0.0074
-0.0425,-0.0267
-0.0644,-0.0462
-0.0861,-0.0658
-0.1077,-0.0855
-0.1290,-0.1051
-0.1499,-0.1247
-0.1706,-0.1442
-0.1910,-0.1636
-0.2113,-0.1829
-0.2314,-0.2022
-0.2515,-0.2213
-0.2714,-0.2404
-0.2915,-0.2594
-0.3114,-0.2783
-0.3313,-0.2970
-0.3507,-0.3155
-0.3698,-0.3337
-0.3888,-0.3517
-0.4077,-0.3697
-0.4271,-0.3877
-0.4466,-0.4057
-0.4665,-0.4239
-0.4868,-0.4423
-0.5080,-0.4610
-0.5299,-0.4799
-0.5518,-0.4988
-0.5736,-0.5175
-0.5946,-0.5363
-0.6147,-0.5552
-0.6345,-0.5742
-0.6537,-0.5951
-0.6722,-0.6199
-0.6900,-0.6511
-0.7075,-0.6898
-0.7247,-0.7344
-0.7416,-0.7792
-0.7582,-0.7958
-0.7747,-0.8057
-0.7912,-0.8164
-0.8076,-0.8277
-0.8242,-0.8395
-0.8409,-0.8519
-0.8578,-0.8649
-0.8750,-0.8785
-0.8927,-0.8928
-0.9109,-0.9079
-0.9300,-0.9237
-0.9503,-0.9405
-0.9712,-0.9581
-0.9928,-0.9768
-1.0156,-0.9965
-1.0390,-1.0174
-1.0635,-1.0395
-1.0893,-1.0630
-1.1166,-1.0879
-1.1451,-1.1143
-1.1758,-1.1426
-1.2086,-1.1728
-1.2432,-1.2052
-1.2814,-1.2401
-1.3226,-1.2777
-1.3664,-1.3182
-1.4160,-1.3623
-1.4680,-1.4097
-1.5257,-1.4611
-1.5870,-1.5163
-1.6529,-1.5766
-1.7251,-1.6440
-1.8196,-1.7201
-1.9291,-1.7912
-1.9798,-1.8380
-2.0003,-1.9114
-2.1014,-2.0578
-2.4632,-2.2490
-2.7093,-2.3780
-2.7158,-2.3756
-2.6325,-2.3145
-2.6076,-2.2500
-2.5250,-2.1192
-2.2233,-1.7473
-1.3088,-0.9123
-0.2339,-0.0029
 0.4461, 0.5661
 0.8041, 0.8600
 0.9573, 0.9767
 1.0000, 0.9980
 0.9700, 0.9545
 0.9104, 0.8889
 0.8383, 0.8129
 0.7548, 0.7282
 0.6686, 0.6413
 0.6014, 0.5744
 0.5468, 0.5205
 0.5010, 0.4752
 0.4616, 0.4366
 0.4289, 0.4043
 0.4007, 0.3767
 0.3759, 0.3525
 0.3542, 0.3313
 0.3349, 0.3124
 0.3176, 0.2954
 0.3021, 0.2803
 0.2881, 0.2665
 0.2752, 0.2540
 0.2634, 0.2424
 0.2525, 0.2317
 0.2421, 0.2216
 0.2324, 0.2122
 0.2234, 0.2034
 0.2150, 0.1951
 0.2072, 0.1874
 0.1998, 0.1801
 0.1928, 0.1732
 0.1861, 0.1667
 0.1797, 0.1604
 0.1737, 0.1545
 0.1680, 0.1489
 0.1625, 0.1436
 0.1574, 0.1385
 0.1525, 0.1337
 0.1478, 0.1291
 0.1433, 0.1246
 0.1391, 0.1205
 0.1350, 0.1165
 0.1313, 0.1128
 0.1279, 0.1094
 0.1248, 0.1063
 0.1220, 0.1034
 0.1193, 0.1007
 0.1167, 0.0982
 0.1143, 0.0958
 0.1121, 0.0937
 0.1102, 0.0919
 0.1088, 0.0904
 0.1078, 0.0892
 0.1070, 0.0883
 0.1065, 0.0877
 0.1063, 0.0874
 0.1064, 0.0873
 0.1068, 0.0876
 0.1076, 0.0882
 0.1088, 0.0891
 0.1104, 0.0903
 0.1124, 0.0918
 0.1147, 0.0936
 0.1174, 0.0957
 0.1204, 0.0980
 0.1236, 0.1005
 0.1269, 0.1031
 0.1301, 0.1059
 0.1335, 0.1087
 0.1372, 0.1118
 0.1412, 0.1150
 0.1456, 0.1184
 0.1504, 0.1219
 0.1562, 0.1257
 0.1625, 0.1297
 0.1691, 0.1336
 0.1759, 0.1376
 0.1831, 0.1416
 0.1913, 0.1455
 0.2009, 0.1494
 0.2111, 0.1531
 0.2222, 0.1565
 0.2347, 0.1595
 0.2503, 0.1621
 0.2695, 0.1637
 0.2673, 0.1666


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  6.500,    0.013,  0.874, -0.027,  0.320,  1.000, 0.0000,-2.7257
Cpi,Cpv
 0.2691, 0.1585
 0.2476, 0.1502
 0.2131, 0.1407
 0.1776, 0.1283
 0.1476, 0.1145
 0.1218, 0.0997
 0.0960, 0.0840
 0.0702, 0.0673
 0.0455, 0.0500
 0.0219, 0.0321
-0.0014, 0.0138
-0.0240,-0.0049
-0.0465,-0.0240
-0.0688,-0.0434
-0.0910,-0.0630
-0.1130,-0.0828
-0.1348,-0.1027
-0.1561,-0.1227
-0.1773,-0.1426
-0.1982,-0.1625
-0.2190,-0.1824
-0.2396,-0.2023
-0.2601,-0.2221
-0.2806,-0.2420
-0.3012,-0.2618
-0.3216,-0.2816
-0.3420,-0.3013
-0.3620,-0.3208
-0.3817,-0.3401
-0.4012,-0.3594
-0.4208,-0.3786
-0.4407,-0.3980
-0.4609,-0.4175
-0.4815,-0.4372
-0.5025,-0.4573
-0.5244,-0.4778
-0.5470,-0.4986
-0.5697,-0.5194
-0.5922,-0.5400
-0.6140,-0.5599
-0.6350,-0.5792
-0.6556,-0.5980
-0.6756,-0.6161
-0.6950,-0.6335
-0.7137,-0.6504
-0.7321,-0.6663
-0.7502,-0.6818
-0.7681,-0.6972
-0.7857,-0.7124
-0.8032,-0.7278
-0.8207,-0.7448
-0.8383,-0.7657
-0.8561,-0.7937
-0.8740,-0.8317
-0.8922,-0.8788
-0.9107,-0.9285
-0.9298,-0.9520
-0.9494,-0.9655
-0.9701,-0.9805
-0.9920,-0.9966
-1.0147,-1.0138
-1.0383,-1.0320
-1.0630,-1.0514
-1.0887,-1.0721
-1.1155,-1.0941
-1.1439,-1.1177
-1.1740,-1.1430
-1.2054,-1.1702
-1.2394,-1.1996
-1.2760,-1.2313
-1.3147,-1.2656
-1.3575,-1.3030
-1.4038,-1.3437
-1.4536,-1.3880
-1.5101,-1.4367
-1.5700,-1.4898
-1.6371,-1.5481
-1.7096,-1.6117
-1.7890,-1.6823
-1.8779,-1.7624
-1.9939,-1.8535
-2.1301,-1.9440
-2.2078,-2.0200
-2.2568,-2.1309
-2.3961,-2.3069
-2.8281,-2.5214
-3.1429,-2.6875
-3.1985,-2.7257
-3.1593,-2.7045
-3.1961,-2.6832
-3.1786,-2.5925
-2.9145,-2.2349
-1.8956,-1.3161
-0.6179,-0.2710
 0.2232, 0.4154
 0.6898, 0.7828
 0.9076, 0.9482
 0.9924, 0.9995
 0.9901, 0.9765
 0.9448, 0.9197
 0.8809, 0.8508
 0.8018, 0.7673
 0.7171, 0.6823
 0.6494, 0.6136
 0.5936, 0.5590
 0.5463, 0.5121
 0.5054, 0.4720
 0.4710, 0.4382
 0.4413, 0.4093
 0.4151, 0.3839
 0.3922, 0.3614
 0.3716, 0.3414
 0.3531, 0.3235
 0.3366, 0.3073
 0.3215, 0.2926
 0.3076, 0.2792
 0.2949, 0.2668
 0.2831, 0.2553
 0.2719, 0.2445
 0.2615, 0.2344
 0.2518, 0.2249
 0.2427, 0.2160
 0.2341, 0.2076
 0.2261, 0.1997
 0.2185, 0.1922
 0.2112, 0.1851
 0.2042, 0.1783
 0.1977, 0.1719
 0.1914, 0.1658
 0.1855, 0.1599
 0.1798, 0.1543
 0.1745, 0.1490
 0.1693, 0.1439
 0.1643, 0.1391
 0.1596, 0.1344
 0.1551, 0.1300
 0.1510, 0.1259
 0.1472, 0.1220
 0.1437, 0.1185
 0.1404, 0.1151
 0.1373, 0.1120
 0.1343, 0.1090
 0.1315, 0.1062
 0.1289, 0.1037
 0.1267, 0.1015
 0.1248, 0.0995
 0.1234, 0.0979
 0.1223, 0.0966
 0.1214, 0.0955
 0.1209, 0.0948
 0.1206, 0.0943
 0.1206, 0.0941
 0.1210, 0.0942
 0.1219, 0.0947
 0.1231, 0.0954
 0.1247, 0.0965
 0.1266, 0.0978
 0.1289, 0.0995
 0.1316, 0.1013
 0.1344, 0.1033
 0.1373, 0.1054
 0.1401, 0.1077
 0.1432, 0.1100
 0.1465, 0.1125
 0.1501, 0.1152
 0.1541, 0.1181
 0.1586, 0.1211
 0.1640, 0.1244
 0.1699, 0.1278
 0.1761, 0.1312
 0.1826, 0.1347
 0.1893, 0.1381
 0.1971, 0.1415
 0.2062, 0.1449
 0.2160, 0.1480
 0.2266, 0.1507
 0.2386, 0.1529
 0.2535, 0.1544
 0.2721, 0.1546
 0.2691, 0.1585


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  7.000,    0.015,  0.910, -0.025,  0.231,  1.000, 0.0000,-3.1343
Cpi,Cpv
 0.2709, 0.1483
 0.2486, 0.1413
 0.2136, 0.1327
 0.1776, 0.1217
 0.1471, 0.1092
 0.1208, 0.0958
 0.0947, 0.0813
 0.0684, 0.0659
 0.0433, 0.0497
 0.0193, 0.0328
-0.0044, 0.0154
-0.0275,-0.0027
-0.0504,-0.0212
-0.0731,-0.0401
-0.0957,-0.0595
-0.1182,-0.0792
-0.1404,-0.0990
-0.1622,-0.1190
-0.1838,-0.1391
-0.2052,-0.1593
-0.2265,-0.1796
-0.2475,-0.1999
-0.2686,-0.2202
-0.2896,-0.2406
-0.3107,-0.2610
-0.3317,-0.2814
-0.3526,-0.3017
-0.3732,-0.3220
-0.3934,-0.3421
-0.4136,-0.3621
-0.4337,-0.3822
-0.4543,-0.4025
-0.4751,-0.4229
-0.4963,-0.4436
-0.5180,-0.4647
-0.5406,-0.4862
